status,file_name,timestamp,user,ip,action,event,details
,,2024-11-17T23:52:30.997764,user_555,72.170.86.230,,login,"{'item_id': 4585, 'quantity': 1, 'price': 249.11}"
,,2024-11-18T12:13:59.997790,user_89,28.184.81.211,ERROR,,
,,2024-11-18T14:09:54.997793,user_548,10.46.2.191,STOP,,
Image saved,decoded_image_4833210110548325689.jpg,,,,,,
,,2024-11-17T23:53:58.997803,user_726,47.91.180.239,,error,"{'item_id': 5291, 'quantity': 1, 'price': 516.38}"
,,2024-11-19T14:20:22.997812,user_811,126.197.140.141,,logout,"{'item_id': 2536, 'quantity': 2, 'price': 569.64}"
,,2024-11-18T07:31:45.997817,user_946,110.190.228.58,START,,
,,2024-11-18T11:28:50.997821,user_776,164.207.115.88,STOP,,
,,2024-11-18T02:45:36.997826,user_778,65.141.249.27,START,,
,,2024-11-18T23:18:40.997830,user_904,4.56.71.225,ERROR,,
Image saved,decoded_image_-690063931082712996.jpg,,,,,,
,,2024-11-18T05:46:04.997848,user_695,87.187.154.120,,purchase,"{'item_id': 4821, 'quantity': 2, 'price': 314.91}"
Image saved,decoded_image_4112856727479729298.jpg,,,,,,
,,2024-11-19T10:36:45.997867,user_799,226.52.205.127,,update,"{'item_id': 3303, 'quantity': 5, 'price': 832.13}"
,,2024-11-19T15:09:59.997873,user_310,46.85.199.201,,error,"{'item_id': 1304, 'quantity': 3, 'price': 18.54}"
Image saved,decoded_image_4885788404493167737.jpg,,,,,,
,,2024-11-17T18:55:11.997885,user_759,151.211.148.156,,error,"{'item_id': 2547, 'quantity': 1, 'price': 172.41}"
,,2024-11-18T08:59:39.997891,user_765,189.69.213.232,,update,"{'item_id': 1030, 'quantity': 1, 'price': 123.6}"
Image saved,decoded_image_1317240203685521050.jpg,,,,,,
Image saved,decoded_image_-1534989835105552660.jpg,,,,,,
Image saved,decoded_image_1720411150586524338.jpg,,,,,,
Image saved,decoded_image_7504409280903871296.jpg,,,,,,
,,2024-11-17T23:23:58.997957,user_520,110.139.66.223,STOP,,
,,2024-11-19T14:12:44.997978,user_657,251.241.243.224,ERROR,,
,,2024-11-19T08:07:05.997990,user_196,80.252.206.194,STOP,,
Image saved,decoded_image_4328438280911727395.jpg,,,,,,
Image saved,decoded_image_4588346762767567876.jpg,,,,,,
,,2024-11-18T21:14:13.998008,user_655,46.173.8.120,,update,"{'item_id': 4184, 'quantity': 4, 'price': 132.75}"
,,2024-11-18T01:40:28.998018,user_178,232.215.92.107,,logout,"{'item_id': 8528, 'quantity': 3, 'price': 759.01}"
Image saved,decoded_image_-1005649054337858621.jpg,,,,,,
,,2024-11-19T01:11:05.998033,user_421,6.102.57.98,START,,
,,2024-11-19T02:15:40.998036,user_123,183.59.243.46,ERROR,,
,,2024-11-17T21:16:37.998040,user_497,10.174.189.180,,logout,"{'item_id': 1660, 'quantity': 2, 'price': 647.57}"
,,2024-11-19T02:43:49.998055,user_872,205.190.198.44,START,,
Image saved,decoded_image_2532737966647313690.jpg,,,,,,
,,2024-11-18T09:35:27.998066,user_225,23.212.172.24,,login,"{'item_id': 5576, 'quantity': 3, 'price': 769.46}"
,,2024-11-18T13:21:33.998072,user_690,192.207.24.19,START,,
Image saved,decoded_image_-5513352945328027891.jpg,,,,,,
Image saved,decoded_image_8280312993175137550.jpg,,,,,,
,,2024-11-18T09:14:07.998099,user_402,44.4.28.25,,purchase,"{'item_id': 7571, 'quantity': 3, 'price': 164.25}"
,,2024-11-19T16:44:01.998105,user_600,32.203.30.13,START,,
,,2024-11-18T04:36:19.998108,user_551,107.79.188.117,START,,
,,2024-11-18T15:39:02.998112,user_756,146.115.18.218,,login,"{'item_id': 5287, 'quantity': 3, 'price': 787.89}"
,,2024-11-19T02:22:49.998118,user_434,15.220.155.101,STOP,,
,,2024-11-18T18:45:37.998121,user_290,32.246.29.187,STOP,,
,,2024-11-17T22:30:34.998129,user_853,10.121.224.73,STOP,,
,,2024-11-19T00:27:18.998133,user_405,79.143.254.206,,logout,"{'item_id': 8373, 'quantity': 5, 'price': 778.86}"
,,2024-11-18T21:32:43.998149,user_40,156.160.80.166,STOP,,
,,2024-11-19T07:28:01.998161,user_405,249.233.201.181,,update,"{'item_id': 1610, 'quantity': 1, 'price': 903.09}"
Image saved,decoded_image_5448434911168455186.jpg,,,,,,
,,2024-11-18T20:25:51.998176,user_583,150.235.245.159,START,,
,,2024-11-18T23:57:09.998181,user_359,165.24.8.44,ERROR,,
,,2024-11-17T18:12:02.998184,user_413,190.240.49.92,ERROR,,
,,2024-11-18T14:11:46.998198,user_714,68.80.151.50,,update,"{'item_id': 9709, 'quantity': 1, 'price': 460.26}"
Image saved,decoded_image_-490712505427137113.jpg,,,,,,
,,2024-11-18T05:29:51.998221,user_757,199.191.97.77,ERROR,,
,,2024-11-19T06:30:54.998228,user_844,156.37.94.26,,error,"{'item_id': 7558, 'quantity': 1, 'price': 570.45}"
Image saved,decoded_image_8454145500287253943.jpg,,,,,,
,,2024-11-19T12:37:54.998243,user_195,223.51.50.237,ERROR,,
,,2024-11-18T13:12:05.998262,user_436,114.245.29.215,,update,"{'item_id': 2590, 'quantity': 3, 'price': 516.78}"
Image saved,decoded_image_4899393610985508555.jpg,,,,,,
,,2024-11-18T09:11:03.998277,user_965,249.110.25.70,ERROR,,
Image saved,decoded_image_532336281701339760.jpg,,,,,,
,,2024-11-18T06:46:18.998296,user_291,143.6.17.195,ERROR,,
Image saved,decoded_image_5073555844008990184.jpg,,,,,,
Image saved,decoded_image_7120696635886949782.jpg,,,,,,
Image saved,decoded_image_1529038646779542557.jpg,,,,,,
,,2024-11-18T05:29:17.998330,user_136,240.213.127.249,,error,"{'item_id': 3596, 'quantity': 4, 'price': 799.24}"
Image saved,decoded_image_-4257347629426702366.jpg,,,,,,
,,2024-11-18T02:29:58.998362,user_740,109.72.49.157,,logout,"{'item_id': 9630, 'quantity': 5, 'price': 272.2}"
,,2024-11-18T03:03:06.998368,user_413,181.10.23.241,STOP,,
,,2024-11-19T05:16:17.998379,user_306,232.52.185.87,,login,"{'item_id': 7980, 'quantity': 3, 'price': 232.05}"
,,2024-11-19T13:22:20.998385,user_901,32.171.207.209,STOP,,
,,2024-11-18T06:53:19.998388,user_510,13.100.72.156,START,,
,,2024-11-17T21:23:50.998392,user_510,14.102.253.43,START,,
,,2024-11-18T05:32:20.998395,user_209,188.44.186.119,,update,"{'item_id': 5122, 'quantity': 2, 'price': 257.77}"
,,2024-11-18T17:01:19.998401,user_939,48.40.64.155,ERROR,,
,,2024-11-19T09:19:05.998404,user_731,234.176.26.8,ERROR,,
,,2024-11-19T04:37:45.998410,user_126,240.145.199.153,,error,"{'item_id': 7260, 'quantity': 5, 'price': 711.58}"
Image saved,decoded_image_-2923192121244114185.jpg,,,,,,
,,2024-11-19T11:31:54.998425,user_363,106.87.123.211,,error,"{'item_id': 8620, 'quantity': 1, 'price': 714.22}"
,,2024-11-18T20:02:50.998435,user_867,34.226.220.185,,purchase,"{'item_id': 9653, 'quantity': 2, 'price': 982.95}"
,,2024-11-18T20:42:21.998443,user_941,223.169.180.45,,logout,"{'item_id': 8378, 'quantity': 4, 'price': 471.71}"
,,2024-11-18T19:58:26.998464,user_463,112.199.111.166,START,,
Image saved,decoded_image_7404191526262690508.jpg,,,,,,
Image saved,decoded_image_-4029265051679784022.jpg,,,,,,
,,2024-11-18T03:51:41.998487,user_799,176.75.215.83,,update,"{'item_id': 9891, 'quantity': 4, 'price': 75.22}"
Image saved,decoded_image_482359408703309927.jpg,,,,,,
,,2024-11-18T12:09:22.998506,user_622,52.201.176.84,START,,
,,2024-11-18T20:45:14.998509,user_919,46.241.130.40,,login,"{'item_id': 7440, 'quantity': 1, 'price': 336.97}"
,,2024-11-18T02:35:14.998515,user_537,58.213.127.234,,purchase,"{'item_id': 3135, 'quantity': 3, 'price': 975.72}"
,,2024-11-18T07:45:59.998524,user_755,38.127.153.26,,login,"{'item_id': 9423, 'quantity': 3, 'price': 308.26}"
Image saved,decoded_image_5755177566674049821.jpg,,,,,,
Image saved,decoded_image_87877300224115731.jpg,,,,,,
Image saved,decoded_image_-6134957504030896054.jpg,,,,,,
,,2024-11-19T01:15:45.998568,user_113,94.69.175.155,STOP,,
,,2024-11-19T07:45:05.998572,user_791,88.90.217.101,,purchase,"{'item_id': 1348, 'quantity': 2, 'price': 326.23}"
Image saved,decoded_image_-5315678420524562358.jpg,,,,,,
,,2024-11-18T00:37:15.998592,user_539,230.237.209.17,ERROR,,
,,2024-11-18T16:18:15.998598,user_511,86.215.107.121,,login,"{'item_id': 3574, 'quantity': 1, 'price': 418.94}"
Image saved,decoded_image_1407887991499159174.jpg,,,,,,
,,2024-11-19T14:57:46.998618,user_972,211.223.217.223,ERROR,,
,,2024-11-19T07:40:52.998622,user_885,163.196.253.243,STOP,,
,,2024-11-17T18:48:52.998637,user_112,205.214.123.231,ERROR,,
,,2024-11-18T18:02:11.998645,user_720,207.4.55.72,,error,"{'item_id': 1221, 'quantity': 1, 'price': 843.79}"
Image saved,decoded_image_-4327751967558047852.jpg,,,,,,
Image saved,decoded_image_7852998631902230075.jpg,,,,,,
,,2024-11-18T08:22:59.998695,user_327,203.16.180.215,,logout,"{'item_id': 4052, 'quantity': 5, 'price': 464.59}"
,,2024-11-18T04:41:54.998700,user_617,77.1.160.59,ERROR,,
,,2024-11-17T22:50:51.998706,user_387,93.11.187.240,ERROR,,
Image saved,decoded_image_5366319742320878557.jpg,,,,,,
Image saved,decoded_image_2647279764334350945.jpg,,,,,,
,,2024-11-19T05:16:27.998745,user_181,146.81.97.170,ERROR,,
Image saved,decoded_image_4402899534269017254.jpg,,,,,,
Image saved,decoded_image_-5597048447866312468.jpg,,,,,,
,,2024-11-19T03:42:16.998768,user_738,229.176.54.163,,update,"{'item_id': 3903, 'quantity': 2, 'price': 432.26}"
,,2024-11-18T16:09:01.998774,user_738,202.108.2.80,STOP,,
,,2024-11-17T20:50:27.998777,user_909,16.197.58.159,START,,
,,2024-11-18T14:51:43.998787,user_369,47.73.70.100,STOP,,
,,2024-11-17T19:13:09.998829,user_101,48.74.106.90,,logout,"{'item_id': 3399, 'quantity': 3, 'price': 536.67}"
Image saved,decoded_image_-5289031905359539006.jpg,,,,,,
,,2024-11-19T04:55:29.998848,user_399,50.255.114.234,ERROR,,
,,2024-11-19T10:23:56.998855,user_422,120.140.60.44,ERROR,,
,,2024-11-19T06:34:50.998858,user_216,157.215.249.79,START,,
,,2024-11-18T14:21:59.998864,user_530,3.72.95.27,,update,"{'item_id': 9871, 'quantity': 2, 'price': 585.12}"
,,2024-11-18T14:05:44.998872,user_339,186.111.199.251,,error,"{'item_id': 3799, 'quantity': 1, 'price': 431.1}"
,,2024-11-18T15:26:48.998880,user_472,92.215.51.102,START,,
,,2024-11-18T17:15:53.998883,user_771,249.40.105.38,,logout,"{'item_id': 6940, 'quantity': 4, 'price': 763.9}"
,,2024-11-18T22:00:58.998889,user_164,191.132.138.7,,logout,"{'item_id': 1601, 'quantity': 5, 'price': 356.81}"
Image saved,decoded_image_1498742554985851458.jpg,,,,,,
,,2024-11-18T16:26:48.998913,user_356,131.210.227.186,STOP,,
,,2024-11-18T04:17:40.998928,user_549,177.218.45.78,START,,
,,2024-11-18T22:34:12.998932,user_39,238.114.206.134,ERROR,,
,,2024-11-19T06:04:01.998941,user_46,102.251.49.7,,error,"{'item_id': 4259, 'quantity': 1, 'price': 21.76}"
,,2024-11-18T20:16:55.998947,user_995,44.138.207.200,STOP,,
,,2024-11-18T00:48:52.998957,user_54,22.208.18.123,,error,"{'item_id': 3967, 'quantity': 2, 'price': 261.99}"
,,2024-11-18T15:08:48.998963,user_240,208.66.245.85,,purchase,"{'item_id': 3922, 'quantity': 1, 'price': 976.66}"
,,2024-11-18T11:22:32.998984,user_95,249.134.23.224,ERROR,,
Image saved,decoded_image_-9139781180380500671.jpg,,,,,,
,,2024-11-18T03:37:28.998994,user_511,28.91.236.233,,purchase,"{'item_id': 7669, 'quantity': 4, 'price': 526.99}"
Image saved,decoded_image_8072329317648868266.jpg,,,,,,
,,2024-11-19T10:16:57.999013,user_549,176.155.202.187,STOP,,
Image saved,decoded_image_-5905108840637394676.jpg,,,,,,
,,2024-11-18T15:33:47.999035,user_116,46.249.198.106,START,,
,,2024-11-18T18:22:44.999039,user_191,216.35.51.141,,error,"{'item_id': 3934, 'quantity': 3, 'price': 92.96}"
,,2024-11-19T14:42:36.999047,user_193,232.95.229.76,,update,"{'item_id': 4786, 'quantity': 4, 'price': 35.53}"
Image saved,decoded_image_6207169629149958735.jpg,,,,,,
Image saved,decoded_image_2340673560622243964.jpg,,,,,,
Image saved,decoded_image_8608455375484067819.jpg,,,,,,
,,2024-11-18T03:32:31.999081,user_716,217.165.172.122,,logout,"{'item_id': 4273, 'quantity': 2, 'price': 818.7}"
,,2024-11-19T05:28:10.999100,user_973,108.72.214.75,,logout,"{'item_id': 8521, 'quantity': 4, 'price': 782.87}"
,,2024-11-18T21:24:31.999107,user_191,247.79.247.15,,login,"{'item_id': 6253, 'quantity': 5, 'price': 438.84}"
,,2024-11-18T02:36:36.999112,user_927,161.30.21.91,START,,
,,2024-11-17T21:12:20.999116,user_215,9.34.107.149,STOP,,
Image saved,decoded_image_8605472456372670967.jpg,,,,,,
Image saved,decoded_image_-1220082398064000954.jpg,,,,,,
Image saved,decoded_image_8145730732295466946.jpg,,,,,,
Image saved,decoded_image_5509453262311864012.jpg,,,,,,
,,2024-11-18T00:04:48.999166,user_711,94.35.138.122,,error,"{'item_id': 3072, 'quantity': 4, 'price': 530.11}"
Image saved,decoded_image_2564228766232503486.jpg,,,,,,
,,2024-11-18T14:20:12.999188,user_390,173.221.150.63,START,,
Image saved,decoded_image_-5732535155085322278.jpg,,,,,,
,,2024-11-19T03:16:14.999200,user_985,11.148.35.157,ERROR,,
,,2024-11-18T21:47:14.999208,user_284,166.42.135.54,START,,
,,2024-11-19T08:01:28.999211,user_768,109.63.177.84,ERROR,,
,,2024-11-18T11:27:02.999214,user_78,132.148.112.75,,purchase,"{'item_id': 9659, 'quantity': 5, 'price': 986.0}"
,,2024-11-18T10:24:17.999227,user_781,152.91.222.100,,purchase,"{'item_id': 1334, 'quantity': 5, 'price': 929.3}"
,,2024-11-17T21:01:59.999233,user_394,159.157.52.225,,update,"{'item_id': 9502, 'quantity': 5, 'price': 494.0}"
,,2024-11-18T08:57:29.999239,user_70,246.222.129.180,,update,"{'item_id': 9104, 'quantity': 4, 'price': 528.3}"
,,2024-11-18T06:24:50.999258,user_42,141.158.188.229,START,,
,,2024-11-18T23:54:37.999262,user_585,131.153.53.167,,error,"{'item_id': 5282, 'quantity': 1, 'price': 410.38}"
Image saved,decoded_image_-5277323115837275230.jpg,,,,,,
Image saved,decoded_image_-4665604422496165066.jpg,,,,,,
Image saved,decoded_image_-5236125694989499334.jpg,,,,,,
,,2024-11-18T05:00:20.999312,user_706,3.218.89.142,,purchase,"{'item_id': 1775, 'quantity': 2, 'price': 488.5}"
,,2024-11-18T17:34:36.999318,user_972,255.110.231.83,ERROR,,
,,2024-11-18T13:11:48.999324,user_369,241.83.234.116,,login,"{'item_id': 3717, 'quantity': 1, 'price': 409.52}"
,,2024-11-19T09:02:29.999329,user_881,195.15.230.220,START,,
,,2024-11-19T04:06:42.999346,user_710,96.3.117.170,STOP,,
,,2024-11-18T22:14:58.999350,user_395,136.170.174.68,,login,"{'item_id': 1757, 'quantity': 5, 'price': 245.95}"
,,2024-11-19T00:15:34.999360,user_50,106.33.144.53,,login,"{'item_id': 8125, 'quantity': 3, 'price': 235.5}"
,,2024-11-18T21:15:01.999376,user_311,83.106.121.47,,update,"{'item_id': 1591, 'quantity': 5, 'price': 215.18}"
Image saved,decoded_image_8847382014834267878.jpg,,,,,,
,,2024-11-19T12:15:01.999417,user_435,26.250.195.223,ERROR,,
Image saved,decoded_image_-3935011450574490843.jpg,,,,,,
,,2024-11-18T16:24:16.999432,user_562,33.250.242.233,,update,"{'item_id': 9957, 'quantity': 1, 'price': 831.11}"
,,2024-11-19T13:59:31.999437,user_421,116.183.94.68,START,,
Image saved,decoded_image_3747045596757802744.jpg,,,,,,
,,2024-11-18T09:51:49.999457,user_529,82.249.87.143,,purchase,"{'item_id': 4434, 'quantity': 4, 'price': 545.7}"
,,2024-11-19T07:50:02.999469,user_630,219.61.87.196,STOP,,
Image saved,decoded_image_-3887470314251297202.jpg,,,,,,
Image saved,decoded_image_3979383731891102232.jpg,,,,,,
Image saved,decoded_image_-6315760812046283551.jpg,,,,,,
,,2024-11-18T19:24:18.999520,user_270,214.144.160.195,,error,"{'item_id': 3923, 'quantity': 2, 'price': 116.51}"
,,2024-11-17T22:00:20.999532,user_638,111.207.13.6,START,,
Image saved,decoded_image_-1990654094327802587.jpg,,,,,,
,,2024-11-18T23:38:38.999548,user_204,245.141.167.54,,update,"{'item_id': 2516, 'quantity': 4, 'price': 626.01}"
,,2024-11-18T06:48:26.999554,user_586,171.229.224.200,STOP,,
,,2024-11-18T00:37:58.999557,user_672,136.249.79.84,ERROR,,
Image saved,decoded_image_630950646460137626.jpg,,,,,,
,,2024-11-18T15:52:29.999572,user_569,36.195.32.3,,purchase,"{'item_id': 6878, 'quantity': 1, 'price': 439.4}"
Image saved,decoded_image_-2163473119771136250.jpg,,,,,,
,,2024-11-17T18:38:33.999603,user_508,104.122.81.80,,purchase,"{'item_id': 3725, 'quantity': 4, 'price': 322.37}"
,,2024-11-18T00:20:01.999625,user_552,252.79.229.67,,login,"{'item_id': 2298, 'quantity': 3, 'price': 484.66}"
,,2024-11-19T08:15:18.999639,user_610,138.251.2.184,ERROR,,
,,2024-11-19T14:07:12.999643,user_478,255.24.82.150,,login,"{'item_id': 7689, 'quantity': 4, 'price': 894.89}"
,,2024-11-19T07:49:15.999649,user_937,204.49.81.182,,logout,"{'item_id': 7228, 'quantity': 1, 'price': 509.7}"
Image saved,decoded_image_-4470197397891804612.jpg,,,,,,
,,2024-11-18T15:08:38.999664,user_156,87.201.105.57,,error,"{'item_id': 7702, 'quantity': 5, 'price': 309.85}"
,,2024-11-19T00:04:21.999671,user_436,6.114.148.186,,logout,"{'item_id': 2346, 'quantity': 3, 'price': 23.46}"
,,2024-11-18T04:47:52.999676,user_996,200.230.20.163,STOP,,
Image saved,decoded_image_5524412232346397871.jpg,,,,,,
,,2024-11-19T16:23:02.999695,user_863,65.103.42.78,,update,"{'item_id': 1604, 'quantity': 1, 'price': 169.25}"
Image saved,decoded_image_3312235691382059516.jpg,,,,,,
Image saved,decoded_image_-2004436626357278307.jpg,,,,,,
Image saved,decoded_image_-8561621219867585752.jpg,,,,,,
,,2024-11-19T00:06:29.999737,user_909,97.108.110.132,,purchase,"{'item_id': 9416, 'quantity': 5, 'price': 348.1}"
Image saved,decoded_image_-3414572005938563854.jpg,,,,,,
Image saved,decoded_image_8049579492699512193.jpg,,,,,,
,,2024-11-17T17:54:14.999763,user_3,147.229.34.65,,purchase,"{'item_id': 7428, 'quantity': 3, 'price': 694.35}"
,,2024-11-18T22:24:40.999785,user_399,191.27.238.89,,update,"{'item_id': 8718, 'quantity': 3, 'price': 204.33}"
,,2024-11-18T12:14:30.999793,user_882,216.137.192.22,ERROR,,
Image saved,decoded_image_4623567425637596139.jpg,,,,,,
,,2024-11-18T07:43:35.999812,user_304,171.48.3.4,,purchase,"{'item_id': 9273, 'quantity': 3, 'price': 209.17}"
,,2024-11-18T14:57:18.999820,user_981,19.31.59.102,,logout,"{'item_id': 4718, 'quantity': 2, 'price': 274.11}"
,,2024-11-17T23:46:17.999826,user_313,36.157.97.116,,update,"{'item_id': 6272, 'quantity': 3, 'price': 738.66}"
,,2024-11-18T03:53:23.999831,user_238,219.39.184.88,STOP,,
,,2024-11-18T08:28:03.999835,user_883,27.100.200.60,STOP,,
Image saved,decoded_image_-8969548190449907592.jpg,,,,,,
,,2024-11-19T07:48:02.999847,user_429,193.132.93.130,,update,"{'item_id': 7411, 'quantity': 1, 'price': 962.56}"
Image saved,decoded_image_-1877593621545109559.jpg,,,,,,
Image saved,decoded_image_6591073144275856188.jpg,,,,,,
Image saved,decoded_image_1954626582290820041.jpg,,,,,,
Image saved,decoded_image_-3798355511271026467.jpg,,,,,,
,,2024-11-19T14:19:52.999908,user_931,134.221.33.155,,logout,"{'item_id': 9853, 'quantity': 2, 'price': 848.87}"
,,2024-11-19T14:22:25.999921,user_99,13.220.157.163,START,,
Image saved,decoded_image_-3332157023238337645.jpg,,,,,,
,,2024-11-19T01:17:07.999936,user_983,159.105.226.155,,error,"{'item_id': 1641, 'quantity': 4, 'price': 966.11}"
,,2024-11-18T03:26:14.999969,user_494,62.64.185.25,,login,"{'item_id': 2591, 'quantity': 2, 'price': 860.28}"
,,2024-11-17T22:54:37.999989,user_821,86.197.34.159,ERROR,,
,,2024-11-18T16:41:54.999992,user_15,196.22.128.165,STOP,,
Image saved,decoded_image_-1822869136694949774.jpg,,,,,,
Image saved,decoded_image_-5019365954781697444.jpg,,,,,,
,,2024-11-19T12:06:58.000029,user_951,202.242.160.43,START,,
,,2024-11-17T23:16:09.000032,user_145,183.113.26.16,START,,
,,2024-11-18T22:54:56.000038,user_947,104.23.75.81,,purchase,"{'item_id': 1725, 'quantity': 1, 'price': 363.59}"
,,2024-11-19T09:50:22.000052,user_982,118.40.252.9,ERROR,,
,,2024-11-18T09:55:19.000055,user_366,206.173.98.117,,update,"{'item_id': 5661, 'quantity': 1, 'price': 627.09}"
Image saved,decoded_image_1513386773226746913.jpg,,,,,,
,,2024-11-19T15:07:32.000092,user_122,121.183.142.184,ERROR,,
,,2024-11-17T23:48:39.000101,user_251,214.43.230.168,,error,"{'item_id': 3184, 'quantity': 1, 'price': 677.16}"
,,2024-11-18T15:52:14.000118,user_50,16.111.112.176,,update,"{'item_id': 2825, 'quantity': 1, 'price': 241.02}"
,,2024-11-17T20:35:48.000124,user_653,46.189.68.178,ERROR,,
,,2024-11-19T05:52:29.000128,user_998,145.59.3.130,,error,"{'item_id': 9231, 'quantity': 5, 'price': 239.37}"
,,2024-11-18T16:55:45.000142,user_994,133.70.16.106,ERROR,,
Image saved,decoded_image_-2300817708934081206.jpg,,,,,,
,,2024-11-18T14:43:09.000172,user_741,57.30.74.115,,purchase,"{'item_id': 6219, 'quantity': 5, 'price': 598.64}"
Image saved,decoded_image_-9175912591427946098.jpg,,,,,,
Image saved,decoded_image_2235656117980134033.jpg,,,,,,
,,2024-11-19T09:01:20.000201,user_721,46.178.244.74,ERROR,,
